id,city,place,code
2172,CASABLANCA,QUARTIER  JAMILA 5,20440
2173,CASABLANCA,QUARTIER  JAMILA 6,20440
2174,CASABLANCA,QUARTIER  JAMILA  7,20440
2175,CASABLANCA,QUARTIER  LAALOU,20440
2176,CASABLANCA,QUARTIER SALMIA I,20440
2177,CASABLANCA,QUARTIER SALMIA I H ENNOURI,20440
2178,CASABLANCA,CARRIER  KHALIFA OUKACHA I,20450
2179,CASABLANCA,DERB  FARAJ ,20450
2180,CASABLANCA,DERB  KHADDOUJ HLIMA,20450
2181,CASABLANCA,DERB  KHALIFA BEN MSIK ,20450
2182,CASABLANCA,DERB  QUATRIEME TRANCHE ,20450
2183,CASABLANCA,DERB  SOUAD II ,20450
2184,CASABLANCA,DERB  YOUSSOUFIA ,20450
2185,CASABLANCA,HAY  AL AHD EL JADID ,20450
2186,CASABLANCA,HAY  AL MANSOUR ,20450
2187,CASABLANCA,HAY  AL OTHMANIA ,20450
2188,CASABLANCA,HAY  HAKAM ,20450
2189,CASABLANCA,HAY  HASSANIA I-II ET II,20450
2190,CASABLANCA,HAY  JAWADI ,20450
2191,CASABLANCA,HAY  MOHAMED BEN LAHCEN OUAZANI ,20450
2192,CASABLANCA,HAY  WAHDA I ET  II ,20450
2193,CASABLANCA,QUARTIER  AAHD AL JADID ,20450
2194,CASABLANCA,QUARTIER  AL MANSSOUR ,20450
2195,CASABLANCA,QUARTIER  AL OTMANIA,20450
2196,CASABLANCA,QUARTIER  BEN MSIK ,20450
2197,CASABLANCA,QUARTIER  EL WAHDA ,20450
2198,CASABLANCA,QUARTIER  HAKAM,20450
2199,CASABLANCA,QUARTIER  IFRIQUIA ,20450
2200,CASABLANCA,QUARTIER  IFRIQUIA  HAKAM 2,20450
2201,CASABLANCA,QUARTIER  ITISSAL 1,20450
2202,CASABLANCA,QUARTIER  ITISSAL 2,20450
2203,CASABLANCA,QUARTIER  ITISSAL 3,20450
2204,CASABLANCA,QUARTIER  JAMILA 6,20450
2205,CASABLANCA,QUARTIER  KALOJIRA ,20450
2206,CASABLANCA,QUARTIER  KALOJIRA HASSANIA 1,20450
2207,CASABLANCA,QUARTIER  KALOJIRA HASSANIA 2,20450
2208,CASABLANCA,QUARTIER  KALOJIRA HASSANIA 3,20450
2209,CASABLANCA,QUARTIER  KHADDOUJ HLIMA ,20450
2210,CASABLANCA,QUARTIER MOHAMED BEN HASSAN OUAZZANI ,20450
2211,CASABLANCA,QUARTIER OTMANIA,20450
2212,CASABLANCA,QUARTIER QUATRIEME TRANCHE ,20450
2213,CASABLANCA,QUARTIER SOUAD II,20450
2214,CASABLANCA,DOUAR  CHAMA,20460
2215,CASABLANCA,DOUAR  DLALHA ,20460
2216,CASABLANCA,DOUAR  SMAALA ,20460
2217,CASABLANCA,DOUAR  ZKAOURA ,20460
2218,CASABLANCA,LOT OMARIA,20460
2219,CASABLANCA,LOT  OULED TALEB ,20460
2220,CASABLANCA,QUARTIER  ADDAMANE ,20460
2221,CASABLANCA,QUARTIER  BEAUCITE ,20460
2222,CASABLANCA,QUARTIER CANITA,20460
2223,CASABLANCA,QUARTIER  CHRIFA ,20460
2224,CASABLANCA,QUARTIER  HADAOUIA 1,20460
2225,CASABLANCA,QUARTIER  HADAOUIA 2,20460
2226,CASABLANCA,QUARTIER  HADAOUIA 3,20460
2227,CASABLANCA,QUARTIER  HADDAOUIA,20460
2228,CASABLANCA,QUARTIER  KRIMATE ,20460
2229,CASABLANCA,QUARTIER MANDARONA,20460
2230,CASABLANCA,QUARTIER MARYA,20460
2231,CASABLANCA,QUARTIER MIRAMAR,20460
2232,CASABLANCA,QUARTIER MOUNA ,20460
2233,CASABLANCA,QUARTIER OMARIA,20460
2234,CASABLANCA,QUARTIER OULED TALEB ,20460
2235,CASABLANCA,QUARTIER OULHIANE ,20460
2236,CASABLANCA,QUARTIER ZAKARIA ,20460
2237,CASABLANCA,QUARTIER ZKAOURA ,20460
2238,CASABLANCA,BLOC ANCIEN LAZARET ,20470
2239,CASABLANCA,DERB  BENNANI,20470
2240,CASABLANCA,DERB  DAR ASKRI ,20470
2241,CASABLANCA,DERB  DIWANE ,20470
2242,CASABLANCA,DERB  EL KHEIR,20470
2243,CASABLANCA,DERB  HOURIA ,20470
2244,CASABLANCA,HAY  ANIGRIT ,20470
2245,CASABLANCA,HAY  YACOUT ,20470
2246,CASABLANCA,QUARTIER  AIN CHOK ,20470
2247,CASABLANCA,QUARTIER  ANCIEN LAZARET ,20470
2248,CASABLANCA,QUARTIER  ANDALOUS 3,20470
2249,CASABLANCA,QUARTIER  ANDALOUS 5,20470
2250,CASABLANCA,QUARTIER  ANDALOUS4,20470
2251,CASABLANCA,QUARTIER  ANDALOUS6,20470
2252,CASABLANCA,QUARTIER  ANDALOUSS I ,20470
2253,CASABLANCA,QUARTIER  ANIGRIT ,20470
2254,CASABLANCA,QUARTIER  BENNANI ,20470
2255,CASABLANCA,QUARTIER  BINE LAMDOUNE ,20470
2256,CASABLANCA,QUARTIER  DIWANE ,20470
2257,CASABLANCA,QUARTIER  EL KOUTOUBIA ,20470
2258,CASABLANCA,QUARTIER  GHALI AYOUCHI ,20470
2259,CASABLANCA,QUARTIER  KHABIR ,20470
2260,CASABLANCA,QUARTIER  KOUTOUBIA ,20470
2261,CASABLANCA,QUARTIER  L'YACOUT ,20470
2262,CASABLANCA,QUARTIER RMILA,20470
2263,CASABLANCA,QUARTIER YACOUT,20470
2264,CASABLANCA,ARSAT  TOUAZA,20480
2265,CASABLANCA,CARRIER  BOUJRADA ,20480
2266,CASABLANCA,CARRIER  DAR RAHAL EL MESKINI ,20480
2267,CASABLANCA,CITE  OUDE AL MAKHAZINE,20480
2268,CASABLANCA,COOPERATIVE  ANNASR,20480
2269,CASABLANCA,DAR  CADI BEN DRISS,20480
2270,CASABLANCA,DAR  HAJ EL ARBI ,20480
2271,CASABLANCA,DAR  HAJ LARBI ,20480
2272,CASABLANCA,DOUAR  DAR CADI BEN DRISS,20480
2273,CASABLANCA,HAY  AL FATH 3,20480
2274,CASABLANCA,HAY CHABAB,20480
2275,CASABLANCA,HAY  COMIMA,20480
2276,CASABLANCA,HAY  EL HOURRIA ,20480
2277,CASABLANCA,HAY  FERDAOUS ,20480
2278,CASABLANCA,HAY  MY ABDELLAH  ,20480
2279,CASABLANCA,QUARTIER  ABDELKARIM KHATTABI ,20480
2280,CASABLANCA,QUARTIER  AL FADL,20480
2281,CASABLANCA,QUARTIER  AL FATH ,20480
2282,CASABLANCA,QUARTIER  AL IDAA,20480
2283,CASABLANCA,QUARTIER  AL INARA II ,20480
2284,CASABLANCA,QUARTIER  AL OSRE ,20480
2285,CASABLANCA,QUARTIER  BOUJRADA,20480
2286,CASABLANCA,QUARTIER  CADI BEN DRISS,20480
2287,CASABLANCA,QUARTIER  CHAOUI ,20480
2288,CASABLANCA,QUARTIER  EL FETH ,20480
2289,CASABLANCA,QUARTIER  EL OUSRA ,20480
2290,CASABLANCA,QUARTIER  ENNOUR ,20480
2291,CASABLANCA,QUARTIER  FERDAOUSS,20480
2292,CASABLANCA,QUARTIER  FERDOUS,20480
2293,CASABLANCA,QUARTIER  FERGAL ,20480
2294,CASABLANCA,QUARTIER  HAJ EL ARBI ,20480
2295,CASABLANCA,QUARTIER  IMANE ,20480
2296,CASABLANCA,QUARTIER  INARA II ,20480
2297,CASABLANCA,QUARTIER  INARA I ,20480
2298,CASABLANCA,QUARTIER  INSAF ,20480
2299,CASABLANCA,QUARTIER  JAAFAR ,20480
2300,CASABLANCA,QUARTIER  KAMILIA,20480
2301,CASABLANCA,QUARTIER  KARIM,20480
2302,CASABLANCA,QUARTIER  LALLA KHADIJA ,20480
2303,CASABLANCA,QUARTIER MARBOUHA ,20480
2304,CASABLANCA,QUARTIER MASSARA ,20480
2305,CASABLANCA,QUARTIER MEHDIA,20480
2306,CASABLANCA,QUARTIER MEHDIA,20480
2307,CASABLANCA,QUARTIER MOULAY ABDELLEH ,20480
2308,CASABLANCA,QUARTIER MOUNIA,20480
2309,CASABLANCA,QUARTIER NAZIK ,20480
2310,CASABLANCA,QUARTIER OTMANE,20480
2311,CASABLANCA,QUARTIER OUED AL MAKHAZINE ,20480
2312,CASABLANCA,QUARTIER SAFA,20480
2313,CASABLANCA,QUARTIER SALIMA,20480
2314,CASABLANCA,QUARTIER YASMINA,20480
2315,CASABLANCA,QUARTIER YASMINE,20480
2316,CASABLANCA,QUARTIER ZHRA ,20480
2317,CASABLANCA,DERB  MARTINET ,20490
2318,CASABLANCA,HAY  AL ALAMI ,20490
2319,CASABLANCA,HAY  DAKHLA ,20490
2320,CASABLANCA,HAY ESOUROUR ,20490
2321,CASABLANCA,QUARTIER  AL ALAMI ,20490
2322,CASABLANCA,QUARTIER  DAKHLA,20490
2323,CASABLANCA,QUARTIER  DEUX MARS,20490
2324,CASABLANCA,QUARTIER  HABOUS,20490
2325,CASABLANCA,QUARTIER MARTINET ,20490
2326,CASABLANCA,QUARTIER MECHOUAR ,20490
2327,CASABLANCA,QUARTIER MERS SULTAN ,20490
2328,CASABLANCA,DERB  EL KABIR,20500
2329,CASABLANCA,DERB  EL MANJRA ,20500
2330,CASABLANCA,QUARTIER  AL MASJID,20500
2331,CASABLANCA,QUARTIER  BIADA,20500
2332,CASABLANCA,QUARTIER  KRBIR ,20500
2333,CASABLANCA,QUARTIER  LA GIDONDE,20500
2334,CASABLANCA,QUARTIER  LAAFOU,20500
2335,CASABLANCA,QUARTIER  LAGIDONDE,20500
2336,CASABLANCA,QUARTIER  AL FASSI LAAFOU,20510
2337,CASABLANCA,QUARTIER  AL JAZOULI ,20510
2338,CASABLANCA,QUARTIER  BALADIA ,20510
2339,CASABLANCA,QUARTIER  BOUJDOUR,20510
2340,CASABLANCA,QUARTIER  FER,20510
2341,CASABLANCA,QUARTIER  LAAYOUNE ,20510
2342,CASABLANCA,DERB  CHOURFA ,20520
2343,CASABLANCA,DERB  KOREA,20520
2344,CASABLANCA,DERB  SAADIA II,20520
2345,CASABLANCA,DERB  TOLBA ,20520
2346,CASABLANCA,HAY  AIN SECK ,20520
2347,CASABLANCA,HAY  ANCIEN COMBATTANT ,20520
2348,CASABLANCA,HAY  DRISS MESFIOUI ,20520
2349,CASABLANCA,HAY  LALLA YACOUT ,20520
2350,CASABLANCA,HAY  TARABLOUSE ,20520
2351,CASABLANCA,QUARTIER  ANCIEN COMBATTANT ,20520
2352,CASABLANCA,QUARTIER  BIR ANZARANE ,20520
2353,CASABLANCA,QUARTIER  BOUJDOUR,20520
2354,CASABLANCA,QUARTIER  CHORFA TOLBA,20520
2355,CASABLANCA,QUARTIER  COREA,20520
2356,CASABLANCA,QUARTIER  DRISS MESFIOUI ,20520
2357,CASABLANCA,QUARTIER  GRIGOUANE ,20520
2358,CASABLANCA,QUARTIER  LALLA YACOUT ,20520
2359,CASABLANCA,QUARTIER SAADA II,20520
2360,CASABLANCA,QUARTIER SIDI MAAROUF 5,20520
2361,CASABLANCA,QUARTIER SIDI MAAROUF 4,20520
2362,CASABLANCA,QUARTIER SIDI MAAROUF 6,20520
2363,CASABLANCA,QUARTIER TRIPOLIE ,20520
2364,CASABLANCA,RESIDENCE ANSSAE,20520
2365,CASABLANCA,SOUK  KOREA,20520
2366,CASABLANCA,DERB  MANJRA ,20530
2367,CASABLANCA,DERB  MEKOUAR ,20530
2368,CASABLANCA,DERB  MIMOUNA ,20530
2369,CASABLANCA,DERB  SADNI ,20530
2370,CASABLANCA,HAY  AMAL ,20530
2371,CASABLANCA,HAY  CRETES,20530
2372,CASABLANCA,HAY  EL FARAH ,20530
2373,CASABLANCA,HAY  TISSIR ,20530
2374,CASABLANCA,QUARTIER  CHAMA,20530
2375,CASABLANCA,QUARTIER  CHAMA BEN MSIK ,20530
2376,CASABLANCA,QUARTIER  COLLINE ,20530
2377,CASABLANCA,QUARTIER  DRISSIA I ,20530
2378,CASABLANCA,QUARTIER  DRISSIA II,20530
2379,CASABLANCA,QUARTIER  DRISSIA III ,20530
2380,CASABLANCA,QUARTIER  DRISSIA IV,20530
2381,CASABLANCA,QUARTIER  LAROUSSI ,20530
2382,CASABLANCA,QUARTIER  LAROUSSI CHAMA,20530
2383,CASABLANCA,QUARTIER MEKOUAR,20530
2384,CASABLANCA, QUARTIER MIMOUNA ,20530
2385,CASABLANCA,BLOC BANQUE ,20540
2386,CASABLANCA,CARRIER  BEN MSIK SIDI OTHMANE ,20540
2387,CASABLANCA,DERB  LA CIGONE ,20540
2388,CASABLANCA,DERB  MILAN ,20540
2389,CASABLANCA,DERB  MIMOUNA ,20540
2390,CASABLANCA,HAY  EL FARAH ,20540
2391,CASABLANCA,HAY  OMAR IBN KHATTAB ,20540
2392,CASABLANCA,QUARTIER  AIN CHIFA II ,20540
2393,CASABLANCA,QUARTIER  AIN CHIFA III ,20540
2394,CASABLANCA,QUARTIER  BANQUE ,20540
2395,CASABLANCA,QUARTIER  EL FARAH ,20540
2396,CASABLANCA,DERB  BOUCHOUNTOUF ,20550
2397,CASABLANCA,DERB  EL MITRE ,20550
2398,CASABLANCA,DERB  FOKARA ,20550
2399,CASABLANCA,HAY  BINE LAMDOUNE I,20550
2400,CASABLANCA,HAY  EL MASJID ,20550
2401,CASABLANCA,HAY  EL OUROUD ,20550
2402,CASABLANCA,HAY  MADANIA,20550
2403,CASABLANCA,HAY  SARBAZANE ,20550
2404,CASABLANCA,QUARTIER  ANDALOUSS II,20550
2405,CASABLANCA,QUARTIER  AZIZI,20550
2406,CASABLANCA,QUARTIER  BINE LAMDOUNE ,20550
2407,CASABLANCA,QUARTIER  EL MITER I,20550
2408,CASABLANCA,QUARTIER  EL MITER II,20550
2409,CASABLANCA,QUARTIER  EL OUROUD ,20550
2410,CASABLANCA,QUARTIER  JAAFARI ,20550
2411,CASABLANCA,QUARTIER  MADANIA ,20550
2412,CASABLANCA,QUARTIER RIAD EL ALI ,20550
2413,CASABLANCA,QUARTIER SAAD,20550
2414,CASABLANCA,RIAD  EL AALI,20550
2415,CASABLANCA,BLOC BAZIL,20560
2416,CASABLANCA,BLOC BENNANI,20560
2417,CASABLANCA,BLOC KASTOR ,20560
2418,CASABLANCA,BLOC RIAD ,20560
2419,CASABLANCA,CARRIER  JONQUIERE ,20560
2420,CASABLANCA,CARRIER  ZARABA,20560
2421,CASABLANCA,CITE  ASSIL ,20560
2422,CASABLANCA,CITE  CHAPEAU ,20560
2423,CASABLANCA,CITE  CHETTABA ,20560
2424,CASABLANCA,CITE  SOCICA,20560
2425,CASABLANCA,CITE  TRAVAUX PUBLICS ,20560
2426,CASABLANCA,DERB  MY CHARIF ,20560
2427,CASABLANCA,DERB  PARC A MAZOUT ,20560
2428,CASABLANCA,DERB  SAAD,20560
2429,CASABLANCA,HAY  CHAABI ,20560
2430,CASABLANCA,HAY  SMARA ,20560
2431,CASABLANCA,LOT  AZEMMOURI ,20560
2432,CASABLANCA,QUARTIER  ABDELMOUMEN ,20560
2433,CASABLANCA,QUARTIER  ADIL ,20560
2434,CASABLANCA,QUARTIER  BENNANI ,20560
2435,CASABLANCA,QUARTIER  CASA GARE ,20560
2436,CASABLANCA,QUARTIER  CHAABI ,20560
2437,CASABLANCA,QUARTIER  CHAPEAU ,20560
2438,CASABLANCA,QUARTIER  CHETTABA ,20560
2439,CASABLANCA,QUARTIER  COSMOS II ,20560
2440,CASABLANCA,QUARTIER  DOUANE ,20560
2441,CASABLANCA,QUARTIER  HAJ ALI ,20560
2442,CASABLANCA,QUARTIER  HAKAM I ,20560
2443,CASABLANCA,QUARTIER  HAKAM  II ,20560
2444,CASABLANCA,QUARTIER  INANI ,20560
2445,CASABLANCA,QUARTIER  JONQUIERE ,20560
2446,CASABLANCA,QUARTIER  KASTOR ,20560
2447,CASABLANCA,QUARTIER MOULAY CHRIF ,20560
2448,CASABLANCA,QUARTIER MY CHERIF,20560
2449,CASABLANCA,QUARTIER O N C F,20560
2450,CASABLANCA,QUARTIER PARTIE DE CASA GARE ,20560
2451,CASABLANCA,QUARTIER RIAD ,20560
2452,CASABLANCA,QUARTIER SALAMA,20560
2453,CASABLANCA,QUARTIER SOCICA,20560
2454,CASABLANCA,QUARTIER TAKADOUM,20560
2455,CASABLANCA,QUARTIER TRAVAUX PUBLICS,20560
2456,CASABLANCA,QUARTIER ZARKTOUNI ,20560
2457,CASABLANCA,BLOC AL KOUDIA,20570
2458,CASABLANCA,BLOC ONCF,20570
2459,CASABLANCA,BLOC SAADA ,20570
2460,CASABLANCA,CARRIER  BACHIR ,20570
2461,CASABLANCA,CARRIER  BOUAZZA,20570
2462,CASABLANCA,CARRIER  KABLA ,20570
2463,CASABLANCA,CARRIER  KHALIFA ,20570
2464,CASABLANCA,CARRIER  KOSOVO ,20570
2465,CASABLANCA,CARRIER  KRIMATE ,20570
2466,CASABLANCA,CARRIER  RAHBA ,20570
2467,CASABLANCA,CITE  BEL AIR ,20570
2468,CASABLANCA,CITE  DOUANE,20570
2469,CASABLANCA,CITE  ZARKTOUNI,20570
2470,CASABLANCA,DAR  LAMAN ,20570
2471,CASABLANCA,DERB  AL HOURIA ,20570
2472,CASABLANCA,DERB  AL MOUSTAKBAL ,20570
2473,CASABLANCA,DERB  AL WAFA ,20570
2474,CASABLANCA,DERB  AMAL ,20570
2475,CASABLANCA,DERB  CHEMS,20570
2476,CASABLANCA,DERB  EL HOURRIA,20570
2477,CASABLANCA,DERB  HOURIA ,20570
2478,CASABLANCA,DERB  MOUMEN ,20570
2479,CASABLANCA,DERB  TAKADOUM  ,20570
2480,CASABLANCA,DIOUR  CHOUHADA ,20570
2481,CASABLANCA,DOUAR  DOUAR BEN HAJJAJ ,20570
2482,CASABLANCA,DOUAR  OULED BOUAZZA,20570
2483,CASABLANCA,HAY  AL MADRASSA,20570
2484,CASABLANCA,HAY  AL MANZAH ,20570
2485,CASABLANCA,HAY  ANTARIA I,20570
2486,CASABLANCA,HAY  MEXICO ,20570
2487,CASABLANCA,HAY MOHAMMADI ,20570
2488,CASABLANCA,HAY  SAIDA,20570
2489,CASABLANCA,QUARTIER  ABDELMOUMEN ,20570
2490,CASABLANCA,QUARTIER  AL FOUARATE ,20570
2491,CASABLANCA,QUARTIER  AL HOURIA ,20570
2492,CASABLANCA,QUARTIER  AL KHIR ,20570
2493,CASABLANCA,QUARTIER  AL KODIA ,20570
2494,CASABLANCA,QUARTIER  AL MADRASSA,20570
2495,CASABLANCA,QUARTIER  AL MASSIRA ,20570
2496,CASABLANCA,QUARTIER  AL MOSTAKBAL ,20570
2497,CASABLANCA,QUARTIER  AL MOUAHIDINE ,20570
2498,CASABLANCA,QUARTIER  AL MOUWAHDDINE ,20570
2499,CASABLANCA,QUARTIER  AL WAFA ,20570
2500,CASABLANCA,QUARTIER  ALMANZAH ,20570
2501,CASABLANCA,QUARTIER  ANNASR ,20570
2502,CASABLANCA,QUARTIER  ANTARIA I,20570
2503,CASABLANCA,QUARTIER  AZIZA,20570
2504,CASABLANCA,QUARTIER  AZZEDDINE,20570
2505,CASABLANCA,QUARTIER  BACHIR ,20570
2506,CASABLANCA,QUARTIER  BANISMANE ,20570
2507,CASABLANCA,QUARTIER  BAZIL ,20570
2508,CASABLANCA,QUARTIER  BEL AIR ,20570
2509,CASABLANCA,QUARTIER  BEL HAJJAJ ,20570
2510,CASABLANCA,QUARTIER  BEN HAJJAJ ,20570
2511,CASABLANCA,QUARTIER  BOUAZZA,20570
2512,CASABLANCA,QUARTIER  BOUHALA,20570
2513,CASABLANCA,QUARTIER  CHEMS ,20570
2514,CASABLANCA,QUARTIER  COSMOS I ,20570
2515,CASABLANCA,QUARTIER  COSMOS II ,20570
2516,CASABLANCA,QUARTIER  DAKHLA,20570
2517,CASABLANCA,QUARTIER  ESSAADA,20570
2518,CASABLANCA,QUARTIER  FAL EL KHEIR ,20570
2519,CASABLANCA,QUARTIER  FALLAH ,20570
2520,CASABLANCA,QUARTIER  HOURIA ,20570
2521,CASABLANCA,QUARTIER  JAMAL BEN MSIK ,20570
2522,CASABLANCA,QUARTIER  JANOT ,20570
2523,CASABLANCA,QUARTIER  KABLA ,20570
2524,CASABLANCA,QUARTIER  KHALIFA ,20570
2525,CASABLANCA,QUARTIER  KOSOVO,20570
2526,CASABLANCA,QUARTIER  KOUDIA,20570
2527,CASABLANCA,QUARTIER  LAAYOUNE ,20570
2528,CASABLANCA,QUARTIER  LAMANE ,20570
2529,CASABLANCA,QUARTIER  LAMIA,20570
2530,CASABLANCA,QUARTIER MARIE CLAIRE,20570
2531,CASABLANCA,QUARTIER MEXICO ,20570
2532,CASABLANCA,QUARTIER MINOT ,20570
2533,CASABLANCA,QUARTIER MOHAMMADI II ,20570
2534,CASABLANCA,QUARTIER MOHAMMADI III,20570
2535,CASABLANCA,QUARTIER MOHAMED V ,20570
2536,CASABLANCA,QUARTIER MOUMEN ,20570
2537,CASABLANCA,QUARTIER MOURAD,20570
2538,CASABLANCA,QUARTIER MTAIBA ,20570
2539,CASABLANCA,QUARTIER NADIA ,20570
2540,CASABLANCA,QUARTIER OKBA ,20570
2541,CASABLANCA,QUARTIER ONCF ,20570
2542,CASABLANCA,QUARTIER OULAD HARES ,20570
2543,CASABLANCA,QUARTIER OULED BOUAZZA,20570
2544,CASABLANCA,QUARTIER RADOUANE ,20570
2545,CASABLANCA,QUARTIER RAHBA ,20570
2546,CASABLANCA,QUARTIER S A M,20570
2547,CASABLANCA,QUARTIER SAIDA,20570
2548,CASABLANCA,QUARTIER TACHFINE II,20570
2549,CASABLANCA, QUARTIER TAFRAOUT,20570
2550,CASABLANCA,QUARTIER TAIBA,20570
2551,CASABLANCA,CITE  CHAHRAZAD,20580
2552,CASABLANCA,CITE KASTOR,20580
2553,CASABLANCA,CITE  MABROUKA,20580
2554,CASABLANCA,CITE  OUKACHA,20580
2555,CASABLANCA,CITE  SCE,20580
2556,CASABLANCA,CITE  SEVAM,20580
2557,CASABLANCA,DERB  ASSALAMA,20580
2558,CASABLANCA,DERB  BOUJEMAA,20580
2559,CASABLANCA,DERB  LAKRAM ,20580
2560,CASABLANCA,DERB  NAJAT ,20580
2561,CASABLANCA,DERB  ROCHET ,20580
2562,CASABLANCA,DOUAR  BOUAZZA,20580
2563,CASABLANCA,DOUAR  FASSI ,20580
2564,CASABLANCA,DOUAR  HSIBOU ,20580
2565,CASABLANCA,DOUAR  JDID,20580
2566,CASABLANCA,DOUAR  KRIMATE ,20580
2567,CASABLANCA,DOUAR  OUASTI ,20580
2568,CASABLANCA,DOUAR  RIKI ,20580
2569,CASABLANCA,DOUAR  SIDI ABDELLAH BEL HADJ ,20580
2570,CASABLANCA,HAY  HOUMANE FETOUAKI ,20580
2571,CASABLANCA,HAY  TIMSIT ,20580
2572,CASABLANCA,LOT AL WARDA ,20580
2573,CASABLANCA,QUARTIER  AL AJIRI II,20580
2574,CASABLANCA,QUARTIER  AL AJIRI III,20580
2575,CASABLANCA,QUARTIER  AL FATH ,20580
2576,CASABLANCA,QUARTIER  ASAALAMA,20580
2577,CASABLANCA,QUARTIER  BASBASSA,20580
2578,CASABLANCA,QUARTIER  BEAU LIEU ,20580
2579,CASABLANCA,QUARTIER  BENJELLOUNE ,20580
2580,CASABLANCA,QUARTIER  BOUAZZA,20580
2581,CASABLANCA,QUARTIER  BOUJEMAA,20580
2582,CASABLANCA,QUARTIER  BOUKDIR ,20580
2583,CASABLANCA,QUARTIER  C I L,20580
2584,CASABLANCA,QUARTIER  CASTOR ,20580
2585,CASABLANCA,QUARTIER  CHAHRAZAD,20580
2586,CASABLANCA,QUARTIER  COSUMAR ,20580
2587,CASABLANCA,QUARTIER  DALILA II ,20580
2588,CASABLANCA,QUARTIER  DALILA I ,20580
2589,CASABLANCA,QUARTIER  EL KENZ,20580
2590,CASABLANCA,QUARTIER  EL MAHI ,20580
2591,CASABLANCA,QUARTIER  EL WALJA I,20580
2592,CASABLANCA,QUARTIER  EL WALJA II ,20580
2593,CASABLANCA,QUARTIER  EMERANCE 2,20580
2594,CASABLANCA,QUARTIER  FAHIMA,20580
2595,CASABLANCA,QUARTIER  FASSI ,20580
2596,CASABLANCA,QUARTIER  FERDAOUS,20580
2597,CASABLANCA,QUARTIER  FOUZIA,20580
2598,CASABLANCA,QUARTIER  GERMAINE ,20580
2599,CASABLANCA,QUARTIER  GUI GUI I ,20580
2600,CASABLANCA,QUARTIER  GUI GUI II ,20580
2601,CASABLANCA,QUARTIER  HAFIDA ,20580
2602,CASABLANCA,QUARTIER  HAJ ABDELLAH KHAMES ,20580
2603,CASABLANCA,QUARTIER  HARIRI ,20580
2604,CASABLANCA,QUARTIER  HENRYS II ,20580
2605,CASABLANCA,QUARTIER  HOUMANE FETOUAKI ,20580
2606,CASABLANCA,QUARTIER  HSIBOU ,20580
2607,CASABLANCA,QUARTIER  JDID ,20580
2608,CASABLANCA,QUARTIER  JENNANE I ,20580
2609,CASABLANCA,QUARTIER  JENNANE II,20580
2610,CASABLANCA,QUARTIER  KAMAL ,20580
2611,CASABLANCA,QUARTIER  KARAM I,20580
2612,CASABLANCA,QUARTIER  KARAM II ,20580
2613,CASABLANCA,QUARTIER  KAWAKIB ,20580
2614,CASABLANCA,QUARTIER  KRIMATE ,20580
2615,CASABLANCA,QUARTIER  LAKRAM ,20580
2616,CASABLANCA,QUARTIER  LALLA AMINA,20580
2617,CASABLANCA,QUARTIER  LALLA ZHIROU ,20580
2618,CASABLANCA,QUARTIER  LUTRILIPE ,20580
2619,CASABLANCA,QUARTIER MADY ,20580
2620,CASABLANCA,QUARTIER MAJESTIC,20580
2621,CASABLANCA,QUARTIER MAMOUN ,20580
2622,CASABLANCA,QUARTIER MARHABA,20580
2623,CASABLANCA,QUARTIER MIMOUSAS,20580
2624,CASABLANCA,QUARTIER NAJAT ,20580
2625,CASABLANCA,QUARTIER OUKACHA,20580
2626,CASABLANCA,QUARTIER PALOMA 1,20580
2627,CASABLANCA,QUARTIER PALOMA 2,20580
2628,CASABLANCA,QUARTIER PROVINCE,20580
2629,CASABLANCA,QUARTIER RIKI ,20580
2630,CASABLANCA,QUARTIER RIO ,20580
2631,CASABLANCA,QUARTIER ROCHET ,20580
2632,CASABLANCA,QUARTIER SALOMA I,20580
2633,CASABLANCA,QUARTIER SALOMA II,20580
2634,CASABLANCA,QUARTIER SEVAM ,20580
2635,CASABLANCA,QUARTIER SIDI ABDELLAH BEN LHAJ ,20580
2636,CASABLANCA,QUARTIER TIMSIT ,20580
2637,CASABLANCA,QUARTIER ZI OUKACHA ,20580
2638,CASABLANCA,QUARTIER ZENATA ,20580
2639,CASABLANCA,ZONE  INDUSTRIELLE OUKACHA,20580
2640,CASABLANCA,DOUAR  AUGUSTE,20590
2641,CASABLANCA,DOUAR  DAY DAY ,20590
2642,CASABLANCA,DOUAR LARBI BEN MISK ,20590
2643,CASABLANCA,DOUAR  JDID,20590
2644,CASABLANCA,DOUAR  JEAN ,20590
2645,CASABLANCA,DOUAR  MARIA ,20590
2646,CASABLANCA,DOUAR  SOUBIRA ,20590
2647,CASABLANCA,LOT  CHEFCHAOUINI ,20590
2648,CASABLANCA,QUARTIER  AIN SEBAA,20590
2649,CASABLANCA,QUARTIER  AL FAL ,20590
2650,CASABLANCA,QUARTIER  AL HAMD,20590
2651,CASABLANCA,QUARTIER  AL MASSIRA KHADRA ,20590
2652,CASABLANCA,QUARTIER  ATLANTIK ,20590
2653,CASABLANCA,QUARTIER  AUGUSTE ,20590
2654,CASABLANCA,QUARTIER  BANAME ,20590
2655,CASABLANCA,QUARTIER  CHEFCHAOUNI,20590
2656,CASABLANCA,QUARTIER  CHEFCHAOUNI I ,20590
2657,CASABLANCA,QUARTIER  ESPERENCE,20590
2658,CASABLANCA,QUARTIER  ESPERENCE 1,20590
